start,end,rides
1,1,23
1,2,50
1,3,1
1,4,8
1,5,10
1,6,1
1,7,2
2,1,56
2,2,41
2,3,41
2,4,75
2,5,7
2,6,141
2,7,3
3,2,34
3,3,20
3,4,8
3,5,17
3,6,22
4,1,7
4,2,9
4,3,9
4,4,14
4,6,2
5,1,6
5,2,5
5,3,13
5,4,3
5,5,13
5,6,5
6,1,1
6,2,83
6,3,21
6,4,6
6,5,6
6,6,5
7,2,1
7,6,2
